"cyto" "RNA" "cytokine"
"X17.1" "-0.588497117951634" "-0.0520055382310177" "IL.1.beta"
"X18.1" "-1.14983417897218" "-0.112831693894618" "IL.1.beta"
"X19.1" "-1.59601621708407" "0.111847051458215" "IL.1.beta"
"X20.1" "-1.14817777156814" "0.121149097552527" "IL.1.beta"
"X21.1" "0.502023053157993" "0.108450440895271" "IL.1.beta"
"X22.1" "-1.10222887829132" "0.222223650095878" "IL.1.beta"
"X23.1" "0.295831306457255" "0.37981110701888" "IL.1.beta"
"X24.1" "-0.141145444208454" "-0.0819578946486755" "IL.1.beta"
"X25.1" "0.270048150038438" "-0.210387966446635" "IL.1.beta"
"X26.1" "-0.629700581309675" "-0.0156729085146506" "IL.1.beta"
"X27.1" "-1.62251005317076" "-0.0917729554281832" "IL.1.beta"
"X28.1" "-1.62251005317076" "0.0845246344991243" "IL.1.beta"
"X29.1" "-2.00618314856224" "0.0896123972277251" "IL.1.beta"
"X30.1" "-0.728260096280159" "0.12202263189407" "IL.1.beta"
"X31.1" "1.12368734434895" "0.130447119771841" "IL.1.beta"
"X32.1" "0.0970619665129866" "-0.375969358525545" "IL.1.beta"
"X33.1" "1.28038854160771" "-0.276898562885278" "IL.1.beta"
"X34.1" "0.00602379190570962" "0.111591664932148" "IL.1.beta"
"X35.1" "-0.781626255561448" "0.819783632167204" "IL.1.beta"
"X36.1" "0.730178156762569" "-0.0667778884574775" "IL.1.beta"
"X37.1" "0.344927468861024" "-0.0629497095478794" "IL.1.beta"
"X38.1" "-0.0173072858675296" "0.185837275236847" "IL.1.beta"
"X39.1" "0.145933695460275" "0.136341127344196" "IL.1.beta"
"X40.1" "-0.805857872063745" "0.173007022284807" "IL.1.beta"
"X41.1" NA "0.0509464626706374" "IL.1.beta"
"X42.1" "-0.0394839810043975" "-0.0836282420815911" "IL.1.beta"
"X43.1" "0.265978563961491" "-0.00181679117263035" "IL.1.beta"
"X44.1" "1.05707693099567" "-0.361611154587398" "IL.1.beta"
"X45.1" "1.41406963801524" "-0.203372485925067" "IL.1.beta"
"X46.1" "0.254485073031811" "-0.388137144764446" "IL.1.beta"
"X47.1" "0.711165565501052" "-0.0709259654743557" "IL.1.beta"
"X48.1" "-0.373679697716728" "-0.00249436403420798" "IL.1.beta"
"X49.1" "0.493844415864547" "-0.100433988524222" "IL.1.beta"
"X50.1" "1.10052556544452" "0.588842563202357" "IL.1.beta"
"X51.1" "0.104667657135033" "0.124056723815874" "IL.1.beta"
"X52.1" "0.275613784566803" "-0.409785906262687" "IL.1.beta"
"X53.1" "-1.40189005560091" "0.288540811563525" "IL.1.beta"
"X54.1" "-0.184435351829693" "0.38163041823465" "IL.1.beta"
"X55.1" NA "0.0695516054747645" "IL.1.beta"
"X56.1" "-0.0800381854551837" "-0.335400540550207" "IL.1.beta"
"X57.1" "0.568601408623608" "-0.113166342426458" "IL.1.beta"
"X58.1" "0.863232254183227" "-0.0743194544152854" "IL.1.beta"
"X59.1" "0.482264900515471" "-0.172753317480849" "IL.1.beta"
"X60.1" "-0.938565410286264" "0.0723079281178971" "IL.1.beta"
"X61.1" "-0.172951167345148" "0.0990758155864469" "IL.1.beta"
"X62.1" "0.301929800476445" "0.00318498844622342" "IL.1.beta"
"X63.1" "1.24114710692041" "-0.506279737021129" "IL.1.beta"
"X64.1" "1.69096695280016" "0.336880902722243" "IL.1.beta"
"X65.1" "0.990056960848513" "0.162400821020274" "IL.1.beta"
"X66.1" "1.73769241072454" "0.44144790837443" "IL.1.beta"
"X67.1" "1.02591361896476" "-0.239876339813906" "IL.1.beta"
"X68.1" "1.12419383277686" "-0.275039445013744" "IL.1.beta"
"X69.1" "1.83210743364629" "0.109198487705056" "IL.1.beta"
"X70.1" "1.5435918623737" "0.1068490068475" "IL.1.beta"
"X71.1" "0.606062150080154" "-0.291071503367183" "IL.1.beta"
"X72.1" "-0.620168752440976" "-0.0458472143966027" "IL.1.beta"
"X73.1" "-0.297694665879092" "-0.647567054880287" "IL.1.beta"
"X74.1" "1.03150497224737" "0.183772102412026" "IL.1.beta"
"X75.1" "-0.521739595036059" "0.112911420960657" "IL.1.beta"
